time,open,high,low,close,volume
1584144000.0,5458.2,5657.5,4650.0,5066.5,121.8060737
1584230400.0,5110.0,5962.4,4327.0,5388.9,496.49849062
1584316800.0,5340.2,5349.9,4418.0,4964.6,170.62446542
1584403200.0,5026.7,5520.1,4970.3,5336.7,96.63367605
1584489600.0,5336.7,5410.7,5011.2,5374.7,109.61050564
1584576000.0,5410.9,6385.2,5295.1,6212.0,360.71536298
1584662400.0,6219.4,6900.0,5646.3,6127.8,153.34207965
1584748800.0,6188.0,6470.5,5911.2,6152.1,47.59090241
1584835200.0,6166.9,6385.7,5746.5,5840.4,38.82389068
1584921600.0,5773.8,6732.0,5710.0,6486.6,89.32622586
1585008000.0,6522.8,6795.4,6394.2,6747.3,137.99505627
1585094400.0,6645.3,6943.0,6451.7,6660.1,59.71825276
1585180800.0,6669.7,6754.5,6500.2,6750.0,63.259112710000004
1585267200.0,6774.2,6847.1,6262.3,6370.0,53.76343833
1585353600.0,6370.0,6370.0,6050.0,6224.1,68.61560694
1585440000.0,6221.5,6221.5,5868.9,5868.9,40.53056558
1585526400.0,5861.0,6580.0,5861.0,6420.0,34.52397724
1585612800.0,6452.8,6503.0,6324.6,6401.9,39.12713397
1585699200.0,6353.0,6680.0,6157.0,6624.8,62.96916494
1585785600.0,6664.5,7200.0,6566.9,6776.5,110.32802921
1585872000.0,6785.6,7042.1,6607.9,6766.9,30.50242693
1585958400.0,6721.4,6967.1,6670.3,6871.6,27.86905677
1586044800.0,6880.6,6886.4,6671.6,6774.7,36.15298132
1586131200.0,6805.1,7343.8,6000.0,7339.8,141.73928309
1586217600.0,7339.2,7449.5,7078.0,7195.6,99.41108186
1586304000.0,7195.1,8750.0,7166.0,7369.7,88.80446232999999
1586390400.0,7340.2,7413.6,7122.8,7317.7,31.25265174
1586476800.0,7299.0,7299.0,6728.2,6859.6,69.90471782
1586563200.0,6875.9,6940.3,6762.4,6856.2,47.05698554
1586649600.0,6898.0,7180.0,6785.0,6900.0,79.73514993
1586736000.0,6857.9,7200.0,5500.0,6823.0,125.16735257
1586822400.0,6851.5,6964.4,6771.7,6860.2,41.63762288
1586908800.0,6818.2,6908.6,6610.0,6627.3,44.12187619
1586995200.0,6620.8,7182.7,6488.4,7087.3,58.42971725
1587081600.0,7072.5,7145.3,6992.1,7051.8,58.37535223
1587168000.0,7042.5,7271.9,7040.2,7243.2,121.83747442
1587254400.0,7225.2,7237.1,7025.3,7126.4,37.13532215
1587340800.0,7130.0,7201.4,6766.0,6848.6,122.39594572
1587427200.0,6835.0,6929.2,6772.9,6848.4,46.86129789
1587513600.0,6840.0,7153.8,6820.9,7110.3,70.57644055
1587600000.0,7130.0,7738.6,7028.5,7450.0,120.91010564
1587686400.0,7510.0,7606.2,7360.6,7491.4,120.45958553
1587772800.0,7476.0,7688.0,7461.0,7541.3,49.57643106
1587859200.0,7545.0,7701.0,7494.7,7685.0,54.78964094
1587945600.0,7692.9,7777.0,7625.6,7770.0,71.53824959
1588032000.0,7717.6,7758.4,7666.2,7745.9,47.696226079999995
1588118400.0,7750.1,8939.3,7733.0,8721.3,301.17016987
1588204800.0,8775.1,9457.7,8347.0,8620.8,233.83571334
1588291200.0,8656.4,9058.4,8642.7,8827.4,71.986971
1588377600.0,8781.2,9006.6,8770.5,8913.1,34.585912210000004
1588464000.0,8989.1,9181.0,8731.4,8887.6,79.10657087
1588550400.0,8917.4,8943.4,8534.6,8830.6,98.8844393
1588636800.0,8900.5,9099.9,8777.0,9012.8,74.09341343
1588723200.0,9017.4,9392.3,8913.3,9168.5,83.27318824
1588809600.0,9097.7,10057.5,9037.1,9967.3,186.13510241
1588896000.0,9981.6,10010.0,9695.2,9825.5,126.04699533
1588982400.0,9783.1,9893.9,9500.4,9533.6,126.187037
1589068800.0,9533.6,9546.6,8006.0,8724.0,369.15183817
1589155200.0,8780.6,9150.0,7588.0,8576.5,177.98426531
1589241600.0,8570.4,8970.8,8567.8,8805.4,66.59055848
1589328000.0,8818.1,9400.0,8804.4,9317.7,148.73302861
1589414400.0,9337.5,9924.1,8500.0,9784.6,238.07550486
1589500800.0,9824.1,9977.2,9146.5,9311.9,175.68797773
1589587200.0,9316.7,9570.6,9234.0,9380.2,97.05594618
1589673600.0,9372.7,9888.6,9335.3,9655.7,66.97719382
1589760000.0,9717.5,9959.6,9325.3,9717.5,92.07236015
1589846400.0,9740.5,9884.3,9488.5,9786.4,67.24820847
1589932800.0,9768.6,9823.4,9339.1,9541.1,87.4270808
1590019200.0,9521.2,9577.9,8820.0,9047.0,119.46199123
1590105600.0,9034.9,9261.8,8947.8,9164.9,36.8375433
1590192000.0,9173.8,9320.5,9032.8,9168.5,62.59765398
1590278400.0,9185.6,9288.7,8646.0,8733.2,77.87470977
1590364800.0,8709.3,8954.3,8309.1,8889.3,121.54930341000001
1590451200.0,8900.0,9000.0,8730.0,8841.8,65.64606535
1590537600.0,8839.3,9209.7,8822.5,9189.2,52.35940151
1590624000.0,9200.5,9615.0,9112.0,9554.4,118.00577449000001
1590710400.0,9590.3,9593.6,9300.1,9418.5,154.26412385
1590796800.0,9400.0,9730.0,9344.6,9699.7,89.14559937
1590883200.0,9690.2,9690.2,9407.3,9456.7,45.67607791
1590969600.0,9443.1,10400.0,9442.4,10211.3,251.64225875
1591056000.0,10210.4,10227.3,9322.2,9512.5,213.24549508
1591142400.0,9506.1,9670.0,9400.0,9660.0,54.47009051
1591228800.0,9672.7,9861.6,9474.9,9819.9,68.1832246
1591315200.0,9796.9,9861.7,9576.5,9623.5,62.5908076
1591401600.0,9588.6,9737.4,9545.6,9680.5,16.8120369
1591488000.0,9647.1,9801.1,9365.8,9755.9,72.41521173
1591574400.0,9752.9,9900.0,9653.1,9777.6,81.03358564
1591660800.0,9795.0,9881.7,9555.4,9770.7,81.28318502
1591747200.0,9781.6,9985.3,9628.5,9864.8,157.09105328
1591833600.0,9881.9,9949.1,9137.4,9278.0,185.44207271
1591920000.0,9260.1,9549.1,9258.1,9470.2,160.91284172
1592006400.0,9464.1,9474.7,9384.1,9474.7,105.10684051
1592092800.0,9476.6,9476.7,9239.0,9365.2,73.41124887
1592179200.0,9321.8,9499.9,8920.0,9447.3,149.72884563
1592265600.0,9432.5,9583.2,9126.4,9526.9,172.00183744
1592352000.0,9525.0,9554.0,9252.5,9470.0,149.88714959
1592438400.0,9469.9,9476.9,9289.8,9399.9,80.3717461
1592524800.0,9380.9,9420.6,9241.5,9303.4,102.93877529
1592611200.0,9319.3,9387.5,9169.4,9362.2,35.89395671
1592697600.0,9369.7,9399.7,9288.2,9288.2,31.39732975
1592784000.0,9288.2,9770.1,9288.2,9677.1,174.48933805
1592870400.0,9690.0,9708.4,9580.6,9617.5,91.52824274
1592956800.0,9617.4,9665.5,9205.8,9296.0,153.45011207
1593043200.0,9305.7,9323.6,9028.0,9250.2,112.08188247
1593129600.0,9244.3,9278.6,9051.2,9165.8,108.90287511
1593216000.0,9144.9,9195.5,8820.0,8996.3,147.05084532
1593302400.0,9002.0,9182.1,8948.6,9110.4,31.73392242
1593388800.0,9105.9,9227.4,9019.0,9181.5,56.42146895
1593475200.0,9186.6,9197.4,9077.0,9135.0,51.76369146
1593561600.0,9135.0,9298.9,8954.5,9244.4,129.35939868
1593648000.0,9241.8,9265.2,8951.0,9106.4,118.60592142
1593734400.0,9078.6,9120.0,9043.9,9054.5,62.50875962
1593820800.0,9053.79999,9182.1,9042.2,9122.1,39.14410659
1593907200.0,9139.7,9141.5,8920.0,9078.2,51.33888644
1593993600.0,9073.2,9386.4,9073.2,9345.5,158.44203631
1594080000.0,9348.6,9365.0,9206.7,9246.0,88.72823788
1594166400.0,9240.0,9490.29999,9240.0,9411.5,116.11273587
1594252800.0,9416.6,9436.2,9150.0,9244.6,37.24471399
1594339200.0,9213.0,9326.2,9107.2,9295.0,89.36484693
1594425600.0,9277.6,9292.2,9186.1,9238.6,32.17281109
1594512000.0,9228.0,9330.5,9169.3,9288.4,40.33279924
1594598400.0,9319.1,9332.7,9204.6,9235.8,60.819020359999996
1594684800.0,9237.1,9277.5,9111.6,9262.6,98.00566544
1594771200.0,9259.4,9271.5,8256.0,9200.0,155.79295712
1594857600.0,9205.0,9234.7,9055.4,9138.7,133.59961043
1594944000.0,9125.3,9182.4,9086.0,9163.6,53.02390178
1595030400.0,9162.9,9191.2,9120.9,9170.0,19.248155960000002
1595116800.0,9175.0,9220.6,9121.0,9214.9,34.812230910000004
1595203200.0,9211.5,9211.5,9104.1,9167.4,71.00516438
1595289600.0,9167.4,9459.5,9080.29999,9356.6,211.28826705
1595376000.0,9381.4,9542.6,9286.7,9503.4,105.19027089
1595462400.0,9515.9,9648.0,9456.0,9602.5,89.49078101
1595548800.0,9603.79999,9626.4,9483.4,9524.0,84.0831176
1595635200.0,9541.0,9728.8,9541.0,9693.0,33.60755722
1595721600.0,9655.6,10131.2,9650.8,9924.8,91.14482841
1595808000.0,9928.6,11399.9,9928.6,11012.8,315.81260417
1595894400.0,11055.6,11232.4,10574.9,10953.1,238.41484964
1595980800.0,10904.1,11337.8,10847.5,11081.0,179.65178469
1596067200.0,11026.5,11169.5,10842.6,11049.3,154.12463056
1596153600.0,11100.0,11434.4,10957.8,11339.4,107.38453688
1596240000.0,11367.0,11850.0,11229.9,11799.7,141.19408867
1596326400.0,11793.6,12094.0,9615.0,11077.7,256.14451294
1596412800.0,11071.7,11457.1,10939.9,11225.2,145.78555292000001
1596499200.0,11217.1,11401.8,11000.1,11184.5,128.32044091
1596585600.0,11185.8,11793.9,11113.4,11742.8,218.65230547
1596672000.0,11746.8,11891.3,11560.3,11762.8,179.13407803
1596758400.0,11740.8,11896.0,11337.7,11542.0,183.52549963
1596844800.0,11552.9,11812.8,11492.6,11749.0,168.58111486
1596931200.0,11745.3,11789.3,11517.0,11666.5,44.86846528
1597017600.0,11691.9,12071.7,11550.0,11860.0,129.90906451
1597104000.0,11889.9,11923.4,11130.3,11381.1,130.4102705
1597190400.0,11387.8,11618.3,11168.9,11572.7,113.34628879
1597276800.0,11586.8,11768.8,11297.7,11767.9,88.79992224
1597363200.0,11767.9,11854.5,11638.7,11742.1,76.53708658
1597449600.0,11797.1,11979.3,11693.4,11865.3,57.9098348
1597536000.0,11850.0,11919.6,11685.8,11904.7,54.09428702
1597622400.0,11910.0,12442.0,11780.0,12311.5,224.57826772
1597708800.0,12314.6,12385.9,11803.2,11958.2,194.70294503
1597795200.0,11950.0,12000.4,11550.0,11723.6,158.47001551
1597881600.0,11801.4,11890.3,11680.0,11848.0,79.68801855
1597968000.0,11874.0,11874.0,11496.3,11506.2,138.65075357
1598054400.0,11499.2,11702.0,11363.6,11678.2,84.39521555
1598140800.0,11679.2,11712.9,11518.2,11651.5,41.08726114
1598227200.0,11620.1,11819.1,11595.0,11761.2,154.46853671
1598313600.0,11753.4,11759.0,10835.0,11337.9,192.55372692
1598400000.0,11322.1,11525.0,11241.8,11465.2,55.53560673
1598486400.0,11453.5,11565.9,11146.3,11302.9,110.88674539
1598572800.0,11331.4,11535.0,11287.7,11524.3,94.36904858
1598659200.0,11508.5,11571.6,11411.1,11474.8,54.27871655
1598745600.0,11461.4,11704.0,11459.6,11702.8,90.69892076000001
1598832000.0,11708.3,11780.1,11573.0,11664.7,91.84945112
1598918400.0,11658.9,12050.9,11537.7,11916.2,227.06216494
1599004800.0,11917.3,11950.3,11155.9,11390.9,275.3562901
1599091200.0,11376.1,11489.3,10000.0,10204.2,249.79800377
1599177600.0,10170.79999,10615.29999,9909.9,10464.0,150.91288924
1599264000.0,10474.6,10530.9,9850.1,10156.5,147.56933703
1599350400.0,10121.9,10339.9,10004.5,10266.4,57.62675271
1599436800.0,10277.2,10409.8,9877.9,10347.9,156.39914367
1599523200.0,10393.8,10427.4,9800.0,10084.7,202.46971012
1599609600.0,10119.6,10345.4,10000.0,10221.1,67.23487089
1599696000.0,10254.3,10476.7,10217.5,10330.0,116.70370896
1599782400.0,10367.0,10396.1,10206.7,10371.1,100.40029545
1599868800.0,10397.9,10577.9,10297.7,10424.8,129.698864
1599955200.0,10415.5,10573.7,10216.2,10312.1,65.39773914
1600041600.0,10330.0,10744.6,10280.2,10642.7,90.03001903
1600128000.0,10678.6,10925.0,10627.5,10794.4,93.13249674
1600214400.0,10749.1,11090.2,10667.7,10989.3,88.53369455
1600300800.0,10951.2,11042.2,10754.8,10930.1,204.41682544
1600387200.0,10948.0,11020.2,10800.2,10925.1,89.05327717
1600473600.0,10925.1,11165.0,10899.8,11092.6,55.57623072
1600560000.0,11065.6,11066.4,10788.6,10928.4,83.2321664
1600646400.0,10934.2,10981.5,10273.6,10441.7,197.03017332
1600732800.0,10433.7,10574.4,10371.1,10510.1,86.44420356
1600819200.0,10534.3,10542.4,10127.1,10228.8,120.14885121
1600905600.0,10236.9,10780.0,10212.7,10732.6,150.15724653
1600992000.0,10731.8,10753.5,10540.2,10687.6,89.24689333
1601078400.0,10696.1,10800.0,10656.5,10719.1,61.71117735
1601164800.0,10753.0,10789.6,10604.8,10775.1,32.29316581
1601251200.0,10776.5,10962.4,9688.1,10703.0,180.04146308
1601337600.0,10685.2,10893.2,10530.0,10846.5,167.08150733
1601424000.0,10851.4,10853.1,10675.1,10775.0,122.39937554
1601510400.0,10794.4,10949.2,10400.0,10608.2,231.16701499
1601596800.0,10607.9,10654.6,10394.7,10568.2,166.63631067
1601683200.0,10547.8,10595.0,10509.3,10546.9,25.15881505
1601769600.0,10546.8,10684.4,10520.1,10663.0,54.05916702
1601856000.0,10678.5,10781.1,10630.0,10781.1,61.24437336
1601942400.0,10776.6,10790.9,10527.7,10599.5,86.43082856
1602028800.0,10581.4,10677.1,10532.6,10668.5,61.61675307
1602115200.0,10652.2,10940.4,10556.1,10913.0,118.56188175
1602201600.0,10926.9,11088.7,10840.0,11056.8,125.37921118
1602288000.0,11056.5,11470.0,11047.6,11288.7,107.01148649
1602374400.0,11295.8,11429.6,11277.5,11365.1,35.71493756
1602460800.0,11365.6,11699.9,11185.3,11549.6,95.46343089
1602547200.0,11529.8,11555.4,11321.0,11425.4,94.54691033
1602633600.0,11431.6,11540.2,11298.4,11398.8,85.37363802
1602720000.0,11400.5,11600.0,11277.0,11504.1,86.5897022
1602806400.0,11492.2,11535.5,11211.4,11326.9,141.54644707
1602892800.0,11286.9,11375.7,11278.5,11356.3,29.299213690000002
1602979200.0,11356.3,11497.0,11356.3,11497.0,35.95228499
1603065600.0,11498.0,11838.9,11422.1,11747.0,185.74215548
1603152000.0,11747.0,12029.8,11696.0,11920.4,201.97495426
1603238400.0,11913.5,13216.6,11913.5,12824.5,393.16210312
1603324800.0,12873.4,13191.0,12691.6,12984.5,192.44401249
1603411200.0,12959.2,13019.9,12729.8,12958.7,129.74007972
1603497600.0,12922.7,13517.6,12848.0,13112.3,116.52589475
1603584000.0,13094.4,13355.9,12884.1,13040.1,83.17696796
1603670400.0,13024.3,13233.4,12795.0,13061.3,163.66311302
1603756800.0,13050.4,13750.0,13044.1,13639.0,252.67431918
1603843200.0,13633.8,13851.9,12900.0,13283.0,340.71248776
1603929600.0,13283.0,13622.9,12969.9,13459.8,281.618312
1604016000.0,13414.0,13653.6,13139.6,13572.2,128.21734463
1604102400.0,13542.4,14072.1,13410.0,13797.3,270.20118688
1604188800.0,13753.6,13854.7,13626.3,13729.1,101.99676017
1604275200.0,13762.1,13820.0,13227.0,13567.0,291.74996765
1604361600.0,13563.7,14095.2,13300.0,14011.1,160.38523892
1604448000.0,14026.0,14249.6,13550.0,14106.1,266.31413991
1604534400.0,14176.5,15713.0,14112.0,15592.3,615.32852412
1604620800.0,15592.3,15940.0,15212.7,15563.4,420.6047542
1604707200.0,15562.5,15749.9,14388.6,14801.8,390.55880201
1604793600.0,14819.7,15684.6,14729.5,15460.6,212.0684084
1604880000.0,15463.5,15836.1,14813.9,15323.2,390.46861524
1604966400.0,15330.0,15461.0,15034.3,15280.0,120.65053304
1605052800.0,15289.8,15967.2,15289.8,15675.2,223.24304195
1605139200.0,15664.1,16331.8,15455.0,16264.1,208.5477947
1605225600.0,16299.9,16472.0,15960.0,16321.9,255.05413317
1605312000.0,16321.9,16321.9,15636.0,16080.6,234.55629362
1605398400.0,16073.3,16138.0,15775.7,15945.4,46.56383491
1605484800.0,15886.4,16888.3,15886.4,16722.3,302.24422974
1605571200.0,16749.0,17836.2,16572.7,17653.8,388.19142064
1605657600.0,17650.0,18446.5,17128.0,17831.6,504.60243023
1605744000.0,17766.2,18161.6,17372.4,17806.8,184.08463288
1605830400.0,17800.0,18820.0,17784.2,18655.2,278.32036122
1605916800.0,18674.8,18945.0,18363.2,18689.0,142.41672071
1606003200.0,18693.6,18757.5,17618.8,18403.4,179.87509991
1606089600.0,18441.4,18737.2,18016.9,18393.0,155.73526748
1606176000.0,18350.0,19399.0,18052.9,19172.1,345.18925291
1606262400.0,19163.9,19480.5,18308.1,18740.7,215.24300121
1606348800.0,18712.7,18896.0,16100.0,17056.0,806.60995872
1606435200.0,17149.0,17471.1,16471.1,17119.5,216.75849455
1606521600.0,17142.7,17873.0,16878.6,17711.4,158.53764644
1606608000.0,17705.7,18341.3,17527.9,18179.9,224.57124557
1606694400.0,18210.6,19869.4,18195.1,19663.0,526.4931905
1606780800.0,19699.5,19888.3,18100.0,18779.9,492.17469381
1606867200.0,18756.5,19323.5,18356.0,19208.6,187.01856361
1606953600.0,19204.7,19582.9,18871.2,19426.0,193.81183042
1607040000.0,19420.6,19492.9,18515.8,18657.5,265.39902702
1607126400.0,18658.9,19180.5,18514.1,19153.6,129.47885966
1607212800.0,19155.0,19401.2,18858.2,19387.1,133.10955145
1607299200.0,19385.8,19407.9,18920.3,19164.8,129.04390325
1607385600.0,19174.7,19270.3,18205.4,18326.9,224.71089398
1607472000.0,18315.0,18656.5,17650.0,18548.8,354.3344693
1607558400.0,18550.5,18550.5,17944.9,18255.0,156.58945896
1607644800.0,18220.9,18220.9,17585.5,18039.1,304.67657062
1607731200.0,18035.2,18923.9,18026.4,18804.9,185.41065435
1607817600.0,18855.8,19396.7,18717.5,19176.9,198.01722846
1607904000.0,19160.3,19353.4,19044.1,19275.7,169.62249109
1607990400.0,19278.0,19550.0,19054.5,19445.5,220.24291692
1608076800.0,19442.4,21517.0,19300.6,21352.0,605.47718009
1608163200.0,21352.0,23779.0,18900.0,22827.7,939.10606204
1608249600.0,22814.1,23274.1,22330.8,23123.7,302.98661757
1608336000.0,23155.9,24200.0,22809.2,23850.7,228.20795239
1608422400.0,23824.2,24281.9,23098.6,23463.6,300.00501935
1608508800.0,23464.0,24093.5,21950.3,22754.0,458.24819977
1608595200.0,22726.5,23828.0,22389.2,23828.0,236.23379082
1608681600.0,23814.7,24090.0,22650.0,23249.7,351.67519675
1608768000.0,23219.5,23774.1,22729.4,23731.8,228.09007963
1608854400.0,23739.2,24808.9,23443.1,24659.6,204.11503647
1608940800.0,24761.7,26840.0,24515.2,26468.9,510.80946641
1609027200.0,26537.7,28383.7,25520.0,26272.8,548.08516542
1609113600.0,26266.4,27482.4,26132.6,27074.7,317.01289689
1609200000.0,27087.8,27400.0,25888.5,27400.0,229.28402941
1609286400.0,27397.2,28981.0,27243.9,28855.9,356.48124202
1609372800.0,28864.7,29288.5,27900.0,28966.6,222.39652824
1609459200.0,28932.6,29609.7,28656.0,29319.9,186.52302557
1609545600.0,29307.0,33194.3,24242.0,32171.6,748.45815823
1609632000.0,32177.9,34732.3,32000.3,32986.7,547.62020052
1609718400.0,33052.0,33572.0,28000.0,31984.4,771.03443314
1609804800.0,32000.0,34408.2,29870.7,33952.7,504.03012477
1609891200.0,33978.5,36899.9,33370.7,36787.4,471.78856921
1609977600.0,36802.2,40329.9,32220.0,39418.0,635.16465507
1610064000.0,39489.0,41895.0,36500.0,40590.8,550.21354243
1610150400.0,40610.2,41326.6,38770.0,40135.6,269.17506095
1610236800.0,40135.6,41306.9,34800.0,38188.7,653.04092529
1610323200.0,38157.5,38210.9,30140.2,35447.5,930.49833462
1610409600.0,35447.5,36746.7,32587.7,34228.9,452.56640911
1610496000.0,33929.1,37777.0,32429.0,37359.6,386.95730651
1610582400.0,37380.6,40104.3,36775.1,39216.3,313.54609589
1610668800.0,39216.3,39683.1,32645.0,36800.0,558.86580547
1610755200.0,36800.0,37912.3,35390.3,36034.5,207.44383596
1610841600.0,36000.0,36860.3,33890.0,35823.9,251.65511037
1610928000.0,35892.9,37554.7,34769.3,36576.0,192.86960671
1611014400.0,36663.3,37819.5,35874.1,35874.1,180.87333033
1611100800.0,35852.6,36332.1,33402.2,35514.0,303.23148098
1611187200.0,35490.7,35598.4,30100.0,30800.5,471.40894366
1611273600.0,30765.4,33793.8,28665.0,33031.6,430.56024395000003
1611360000.0,32956.6,33439.5,31420.3,32060.4,142.86454742
1611446400.0,32069.0,33036.2,30912.0,32293.6,142.1706146
1611532800.0,32265.6,34821.4,31911.0,32268.9,301.79386918
1611619200.0,32227.8,32915.2,30866.1,32500.0,193.54632663
1611705600.0,32505.1,32515.3,29137.1,30350.0,422.41161749
1611792000.0,30374.6,33757.3,29900.0,33322.8,334.17438835
1611878400.0,33373.7,38500.0,31925.1,34297.3,667.95652672
1611964800.0,34227.7,34875.0,32903.6,34200.0,342.12564587
1612051200.0,34275.1,34310.2,32171.2,33146.1,184.41293745
1612137600.0,33061.5,34641.4,32300.0,33562.4,300.84087223
1612224000.0,33501.6,35988.9,33453.0,35509.4,302.66697626
1612310400.0,35467.2,37666.8,35402.7,37621.5,270.50656146
1612396800.0,37628.8,38690.1,36200.0,36976.7,294.55978981
1612483200.0,36929.8,38345.7,36601.0,38275.3,155.89249728
1612569600.0,38295.2,40918.7,38241.6,39220.0,361.14431218
1612656000.0,39200.1,39650.0,37223.7,38792.5,349.72417769
1612742400.0,38826.8,46701.6,38014.1,46361.6,650.8318212
1612828800.0,46438.0,48147.3,45023.4,46412.3,406.7832631
1612915200.0,46548.1,47270.5,43700.3,44863.5,272.60017097
1613001600.0,44840.1,48624.1,44000.0,47992.2,413.59350092
1613088000.0,48000.0,48900.0,46084.5,47396.8,262.50527389
